template_key,template_name,template_type,subject,content,supported_variables,status,created_by,created_at,updated_by,updated_at,is_general,organization_id,user_type,is_static
REPLY_TO_INTERNAL_ON_TICKET_CONVERSATION,Responder a la conversación interna del ticket,EMAIL,Nota interna agregada al ticket de reclamo #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se ha añadido una nota interna al ticket (#{{ticketNumber}}) de {{senderName}}. A continuación se muestran los detalles:</p>
<ul>
  <li>
    <strong>Mensaje: </strong>
    <span>{{messageContent}}</span>
  </li>
</ul>
<p>Detalles del reclamo del ticket:</p>
<ul>
  <li>
    <strong>Nombre del cliente: </strong>
    <span>{{customerName}}</span>
  </li>
  <li>
    <strong>Reclamar ID del ticket: </strong>
    <span>{{ticketNumber}}</span>
  </li>
  <li>
    <strong>Reclamar estado del ticket: </strong>
    <span>{{status}}</span>
  </li>
</ul>
<p>Si se incluyen archivos adjuntos, se pueden ver en los detalles del ticket.</p>
<p>Para revisar el ticket y proporcionar actualizaciones o notas adicionales, visite:</p>
<p><a href=""{{ticketUrl}}"">{{ticketUrl}}</a></p>
<p>Asegúrese de que cualquier acción o respuesta posterior se registre de forma adecuada.</p>","{{username}},{{senderName}},{{messageContent}},{{customerName}},{{ticketNumber}},{{status}},{{ticketUrl}}",True,1,2024-12-02 00:00:00.627679,1,NULL,True,NULL,0,True
TICKET_MAIL_TO_FI_TEAM,Reclamar ticket creado Enviar por correo electrónico al equipo de FI,EMAIL,Nuevo ticket de reclamo creado: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se ha creado correctamente un nuevo ticket de reclamo. A continuación, encontrará los detalles:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Creado por: </strong><span>{{createdBy}}</span></li>
<li><strong>Fecha de creación: </strong><span>{{createdDate}}</span></li>
</ul>
<p>Puede ver los detalles del ticket visitando el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Realice las acciones necesarias según se requiera.</p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{priority}},{{createdBy}},{{createdDate}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,1,False
TICKET_ASSIGN_MAIL_TO_FI_AGENT,Nuevo boleto de reclamo asignado al agente de FI,EMAIL,Nuevo ticket de reclamo asignado: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se le ha asignado un nuevo ticket de reclamo. A continuación, encontrará los detalles del ticket:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Fecha de asignación: </strong><span>{{assignedDate}}</span></li>
<li><strong>Creado por: </strong><span>{{createdBy}}</span></li>
</ul>
<p>Puede acceder a los detalles del ticket y actualizar el estado visitando el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Asegúrese de que se tome una acción rápida en este ticket.</p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{priority}},{{assignedDate}},{{createdBy}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,1,False
TICKET_CREATE_MAIL_TO_CUSTOMER,Reclamar ticket creado correo al cliente,EMAIL,Se ha creado su ticket de reclamo #{{ticketNumber}},"<p>Estimado {{username}}:</p>
<p>Gracias por comunicarse con nosotros. Su ticket de reclamo se ha creado correctamente. A continuación, se muestran los detalles de su solicitud:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Fecha de creación: </strong><span>{{createdDate}}</span></li>
</ul>
<p>Puede realizar un seguimiento del progreso de su ticket visitando el siguiente enlace:</p>
<p><a href=""{{userTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Lo mantendremos informado sobre el progreso. Si tiene más preguntas, no dude en responder a este correo electrónico.</p>","{{username}},{{ticketNumber}},{{claimType}},{{claimSubType}},{{priority}},{{createdDate}},{{userTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,2,False
SECOND_INSTANCE_TICKET_MAIL_TO_SEPS_TEAM,Se creó un ticket de reclamo de segunda instancia y se envió un correo electrónico al equipo de SEPS,EMAIL,Se creó un ticket de reclamo de segunda instancia: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se ha creado un nuevo ticket de reclamo de segunda instancia. A continuación, encontrará los detalles:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Fecha de presentación de la segunda instancia: </strong><span>{{secondInstanceFiledDate}}</span></li>
<li><strong>Creado por: </strong><span>{{createdBy}}</span></li>
<li><strong>Estado anterior: </strong><span>{{previousStatus}}</span></li>
<li><strong>Instancia anterior: </strong><span>{{previousInstance}}</span></li>
</ul>
<p>Puede ver los detalles del ticket visitando el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Revíselo y tome las medidas necesarias.</p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{priority}},{{secondInstanceFiledDate}},{{createdBy}},{{previousStatus}},{{previousInstance}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,0,False
SECOND_INSTANCE_TICKET_ASSIGN_MAIL_TO_SEPS_AGENT,Nuevo ticket de reclamo de segunda instancia asignado a agente SEPS,EMAIL,Ticket de reclamo de segunda instancia asignado: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se le ha asignado un ticket de reclamo de segunda instancia. A continuación, se muestran los detalles del ticket:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Fecha de presentación de la segunda instancia: </strong><span>{{secondInstanceFiledDate}}</span></li>
<li><strong>Creado por: </strong><span>{{createdBy}}</span></li>
<li><strong>Comentario de la instancia: </strong><span>{{instanceComment}}</span></li>
<li><strong>Estado anterior: </strong><span>{{previousStatus}}</span></li>
<li><strong>Instancia anterior: </strong><span>{{previousInstance}}</span></li>
</ul>
<p>Asegúrese de que se tome una acción rápida en este ticket. Puede acceder a los detalles y actualizar el estado visitando el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Gracias por su atención.</p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{priority}},{{secondInstanceFiledDate}},{{createdBy}},{{instanceComment}},{{previousStatus}},{{previousInstance}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,0,False
SECOND_INSTANCE_TICKET_CREATE_MAIL_TO_CUSTOMER,Second Instance Claim Ticket Created Mail to Customer,EMAIL,Actualización: se ha creado su ticket de reclamo de segunda instancia #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Queremos informarle que su ticket de reclamo de segunda instancia se ha creado correctamente. A continuación, se muestran los detalles de su solicitud:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Fecha de presentación de la segunda instancia: </strong><span>{{secondInstanceFiledDate}}</span></li>
<li><strong>Estado anterior: </strong><span>{{previousStatus}}</span></li>
</ul>
<p>Puede realizar un seguimiento del progreso de su ticket visitando el siguiente enlace:</p>
<p><a href=""{{userTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Nuestro equipo revisará su solicitud y lo mantendrá informado sobre cualquier progreso adicional. Si tiene consultas adicionales, no dude en comunicarse con nuestro equipo de soporte.</p>
<p>Gracias por su paciencia y comprensión.</p>","{{username}},{{ticketNumber}},{{claimType}},{{claimSubType}},{{priority}},{{secondInstanceFiledDate}},{{previousStatus}},{{userTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,2,False
TICKET_STATUS_CHANGE_MAIL_TO_CUSTOMER,Correo electrónico de cambio de estado de ticket de reclamo al cliente,EMAIL,Actualización: el estado de su ticket de reclamo #{{ticketNumber}} cambió,"<p>Estimado {{username}},</p>
<p>Nos gustaría informarle que se ha actualizado el estado de su ticket de reclamo. A continuación, encontrará los detalles actualizados:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Nuevo estado: </strong><span>{{status}}</span></li>
<li><strong>Última actualización realizada por: </strong><span>{{updatedBy}}</span></li>
</ul>
<p>Puede realizar un seguimiento del estado actualizado de su ticket de reclamo mediante el siguiente enlace:</p>
<p><a href=""{{userTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Si tiene más preguntas, no dude en ponerse en contacto con nosotros.</p>","{{username}},{{ticketNumber}},{{claimType}},{{claimSubType}},{{status}},{{updatedBy}},{{userTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,2,False
TICKET_STATUS_CHANGE_MAIL_TO_FI_AGENT,Correo electrónico de actualización de estado de ticket de reclamo al agente de FI,EMAIL,Estado del ticket de reclamo actualizado: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se ha actualizado el estado del ticket de reclamo que se le asignó. Revise los detalles actualizados a continuación:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Nuevo estado: </strong><span>{{status}}</span></li>
<li><strong>Estado anterior: </strong><span>{{previousStatus}}</span></li>
<li><strong>Actualizado por: </strong><span>{{updatedBy}}</span></li>
</ul>
<p>Realice las acciones necesarias si es necesario. Puede acceder a los detalles del ticket mediante el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{status}},{{previousStatus}},{{updatedBy}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,1,False
TICKET_STATUS_CHANGE_MAIL_TO_FI_TEAM,Correo electrónico de actualización de estado de ticket de reclamo al equipo de FI,EMAIL,Actualización del estado del ticket de reclamo: ticket #{{ticketNumber}},"<p>Estimado {{username}},</p>
<p>Se ha actualizado el estado de un ticket de reclamo. A continuación, encontrará los detalles actualizados:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Nombre del cliente: </strong><span>{{customerName}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Nuevo estado: </strong><span>{{status}}</span></li>
<li><strong>Estado anterior: </strong><span>{{previousStatus}}</span></li>
<li><strong>Prioridad: </strong><span>{{priority}}</span></li>
<li><strong>Agente de FI asignado: </strong><span>{{fiAgentName}}</span></li>
<li><strong>Actualizado por: </strong><span>{{updatedBy}}</span></li>
</ul>
<p>Para ver o monitorear los detalles del ticket, haga clic en el siguiente enlace:</p>
<p><a href=""{{adminTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Asegúrese de realizar los seguimientos necesarios, si corresponde.</p>","{{username}},{{ticketNumber}},{{customerName}},{{claimType}},{{claimSubType}},{{status}},{{previousStatus}},{{priority}},{{fiAgentName}},{{updatedBy}},{{adminTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,1,False
SECOND_INSTANCE_TICKET_STATUS_CHANGE_MAIL_TO_CUSTOMER,"Estado del ticket de reclamo de segunda instancia modificado, correo electrónico al cliente",EMAIL,Actualización: Se modificó el estado de su ticket de reclamo de segunda instancia #{{ticketNumber}},"<p>Estimado {{username}}:</p>
<p>Nos gustaría informarle que se ha actualizado el estado de su ticket de reclamo de segunda instancia. A continuación, encontrará los detalles actualizados:</p>
<ul>
<li><strong>Número de ticket: </strong><span>{{ticketNumber}}</span></li>
<li><strong>Tipo de reclamo: </strong><span>{{claimType}}</span></li>
<li><strong>Subtipo de reclamo: </strong><span>{{claimSubType}}</span></li>
<li><strong>Nuevo estado: </strong><span>{{status}}</span></li>
<li><strong>Última actualización realizada por: </strong><span>{{updatedBy}}</span></li>
</ul>
<p>Puede realizar un seguimiento del estado actualizado de su ticket de reclamo de segunda instancia mediante el siguiente enlace:</p>
<p><a href=""{{userTicketUrl}}"" class=""email-button"" target=""_blank"">Ver ticket</a></p>
<p>Si tiene alguna pregunta o necesita más aclaraciones, no dude en ponerse en contacto con nosotros.</p>","{{username}},{{ticketNumber}},{{claimType}},{{claimSubType}},{{status}},{{updatedBy}},{{userTicketUrl}}",True,1,2024-12-02 00:00:00.627679,NULL,NULL,True,NULL,2,False
